T33,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
417,Kyrgyzstan,2018,Tourism expenditure (millions of US dollars),,,518,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
417,Kyrgyzstan,2019,Tourism expenditure (millions of US dollars),,,708,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
417,Kyrgyzstan,2020,Tourism expenditure (millions of US dollars),,,195,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
418,Lao People's Dem. Rep.,1995,Tourist/visitor arrivals (thousands),TF,,60,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
418,Lao People's Dem. Rep.,2005,Tourist/visitor arrivals (thousands),TF,,672,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
418,Lao People's Dem. Rep.,2010,Tourist/visitor arrivals (thousands),TF,,"1,670",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
418,Lao People's Dem. Rep.,2018,Tourist/visitor arrivals (thousands),TF,,"3,770",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
418,Lao People's Dem. Rep.,2019,Tourist/visitor arrivals (thousands),TF,,"4,384",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
418,Lao People's Dem. Rep.,2020,Tourist/visitor arrivals (thousands),TF,,812,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
418,Lao People's Dem. Rep.,1995,Tourism expenditure (millions of US dollars),,,52,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
418,Lao People's Dem. Rep.,2005,Tourism expenditure (millions of US dollars),,,143,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
418,Lao People's Dem. Rep.,2010,Tourism expenditure (millions of US dollars),,,385,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
418,Lao People's Dem. Rep.,2018,Tourism expenditure (millions of US dollars),,,833,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
418,Lao People's Dem. Rep.,2019,Tourism expenditure (millions of US dollars),,,974,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
418,Lao People's Dem. Rep.,2020,Tourism expenditure (millions of US dollars),,,227,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
428,Latvia,1995,Tourist/visitor arrivals (thousands),TF,,539,Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
428,Latvia,2005,Tourist/visitor arrivals (thousands),TF,,"1,116",Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
428,Latvia,2010,Tourist/visitor arrivals (thousands),TF,,"1,373",Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
428,Latvia,2018,Tourist/visitor arrivals (thousands),TF,,"1,946",Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
428,Latvia,2019,Tourist/visitor arrivals (thousands),TF,,"1,935",Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
428,Latvia,2020,Tourist/visitor arrivals (thousands),TF,,636,Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
428,Latvia,1995,Tourism expenditure (millions of US dollars),,,37,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
428,Latvia,2005,Tourism expenditure (millions of US dollars),,,446,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
422,Lebanon,1995,Tourist/visitor arrivals (thousands),TF,,450,"Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
422,Lebanon,2005,Tourist/visitor arrivals (thousands),TF,,"1,140","Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
422,Lebanon,2010,Tourist/visitor arrivals (thousands),TF,,"2,168","Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
422,Lebanon,2018,Tourist/visitor arrivals (thousands),TF,,"1,964","Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
422,Lebanon,2019,Tourist/visitor arrivals (thousands),TF,,"1,936","Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
422,Lebanon,2020,Tourist/visitor arrivals (thousands),TF,,414,"Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
422,Lebanon,1995,Tourism expenditure (millions of US dollars),,,710,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
422,Lebanon,2005,Tourism expenditure (millions of US dollars),,,"5,969",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
422,Lebanon,2010,Tourism expenditure (millions of US dollars),,,"8,026",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
422,Lebanon,2018,Tourism expenditure (millions of US dollars),,,"8,694",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
422,Lebanon,2019,Tourism expenditure (millions of US dollars),,,"8,717",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
422,Lebanon,2020,Tourism expenditure (millions of US dollars),,,"2,369",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
426,Lesotho,1995,Tourist/visitor arrivals (thousands),VF,,209,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
426,Lesotho,2005,Tourist/visitor arrivals (thousands),VF,,304,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
426,Lesotho,2010,Tourist/visitor arrivals (thousands),VF,,426,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
426,Lesotho,2018,Tourist/visitor arrivals (thousands),VF,,"1,173",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
426,Lesotho,2019,Tourist/visitor arrivals (thousands),VF,,"1,142",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
426,Lesotho,1995,Tourism expenditure (millions of US dollars),,,27,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
426,Lesotho,2005,Tourism expenditure (millions of US dollars),,,27,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
426,Lesotho,2010,Tourism expenditure (millions of US dollars),,,23,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
426,Lesotho,2018,Tourism expenditure (millions of US dollars),,,24,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
426,Lesotho,2019,Tourism expenditure (millions of US dollars),,,21,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
426,Lesotho,2020,Tourism expenditure (millions of US dollars),,,5,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
430,Liberia,2005,Tourism expenditure (millions of US dollars),,,67,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
430,Liberia,2019,Tourism expenditure (millions of US dollars),,,2,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
434,Libya,1995,Tourist/visitor arrivals (thousands),THS,,56,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
434,Libya,2005,Tourist/visitor arrivals (thousands),THS,,81,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
434,Libya,1995,Tourism expenditure (millions of US dollars),,,4,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
434,Libya,2005,Tourism expenditure (millions of US dollars),,,301,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
434,Libya,2010,Tourism expenditure (millions of US dollars),,,170,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
438,Liechtenstein,1995,Tourist/visitor arrivals (thousands),TCE,,59,Excluding long term tourists on campgrounds and in holiday flats.;Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
438,Liechtenstein,2005,Tourist/visitor arrivals (thousands),TCE,,50,Excluding long term tourists on campgrounds and in holiday flats.;Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
438,Liechtenstein,2010,Tourist/visitor arrivals (thousands),TCE,,64,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
438,Liechtenstein,2018,Tourist/visitor arrivals (thousands),TCE,,85,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
438,Liechtenstein,2019,Tourist/visitor arrivals (thousands),TCE,,98,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
438,Liechtenstein,2020,Tourist/visitor arrivals (thousands),TCE,,58,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
440,Lithuania,1995,Tourist/visitor arrivals (thousands),TF,,650,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
440,Lithuania,2005,Tourist/visitor arrivals (thousands),TF,,"2,000",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
440,Lithuania,2010,Tourist/visitor arrivals (thousands),TF,,"1,507",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
440,Lithuania,2018,Tourist/visitor arrivals (thousands),TF,,"2,825",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
440,Lithuania,2019,Tourist/visitor arrivals (thousands),TF,,"2,875",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
440,Lithuania,2020,Tourist/visitor arrivals (thousands),TF,,937,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
440,Lithuania,1995,Tourism expenditure (millions of US dollars),,,77,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
440,Lithuania,2005,Tourism expenditure (millions of US dollars),,,920,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
440,Lithuania,2010,Tourism expenditure (millions of US dollars),,,958,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
440,Lithuania,2018,Tourism expenditure (millions of US dollars),,,"1,504",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
440,Lithuania,2019,Tourism expenditure (millions of US dollars),,,"1,492",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
440,Lithuania,2020,Tourism expenditure (millions of US dollars),,,470,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
442,Luxembourg,1995,Tourist/visitor arrivals (thousands),TCE,,768,"Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
