T33,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
352,Iceland,2020,Tourism expenditure (millions of US dollars),,,652,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
356,India,1995,Tourist/visitor arrivals (thousands),TF,,"2,124",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
356,India,2005,Tourist/visitor arrivals (thousands),TF,,"3,919",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
356,India,2010,Tourist/visitor arrivals (thousands),TF,,"5,776",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
356,India,2018,Tourist/visitor arrivals (thousands),TF,,"17,423",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
356,India,2019,Tourist/visitor arrivals (thousands),TF,,"17,914",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
356,India,2020,Tourist/visitor arrivals (thousands),TF,,"6,337",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
356,India,2005,Tourism expenditure (millions of US dollars),,,"7,659",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
356,India,2018,Tourism expenditure (millions of US dollars),,,"29,143",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
356,India,2019,Tourism expenditure (millions of US dollars),,,"31,661",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
356,India,2020,Tourism expenditure (millions of US dollars),,,"13,413",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
360,Indonesia,1995,Tourist/visitor arrivals (thousands),VF,,"4,324",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
360,Indonesia,2005,Tourist/visitor arrivals (thousands),VF,,"5,002",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
360,Indonesia,2010,Tourist/visitor arrivals (thousands),VF,,"7,003",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
360,Indonesia,2018,Tourist/visitor arrivals (thousands),VF,,"15,810",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
360,Indonesia,2019,Tourist/visitor arrivals (thousands),VF,,"16,107",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
360,Indonesia,2020,Tourist/visitor arrivals (thousands),VF,,"4,053",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
360,Indonesia,2005,Tourism expenditure (millions of US dollars),,,"5,094",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
360,Indonesia,2010,Tourism expenditure (millions of US dollars),,,"7,618",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
360,Indonesia,2018,Tourism expenditure (millions of US dollars),,,"17,915",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
360,Indonesia,2019,Tourism expenditure (millions of US dollars),,,"18,405",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
360,Indonesia,2020,Tourism expenditure (millions of US dollars),,,"3,533",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
364,Iran (Islamic Republic of),1995,Tourist/visitor arrivals (thousands),VF,,452,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
364,Iran (Islamic Republic of),2005,Tourist/visitor arrivals (thousands),VF,,"1,889",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
364,Iran (Islamic Republic of),2010,Tourist/visitor arrivals (thousands),VF,,"2,938",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
364,Iran (Islamic Republic of),2018,Tourist/visitor arrivals (thousands),VF,,"7,295",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
364,Iran (Islamic Republic of),2019,Tourist/visitor arrivals (thousands),VF,,"9,107",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
364,Iran (Islamic Republic of),2020,Tourist/visitor arrivals (thousands),VF,,"1,550",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
364,Iran (Islamic Republic of),1995,Tourism expenditure (millions of US dollars),,,205,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
364,Iran (Islamic Republic of),2005,Tourism expenditure (millions of US dollars),,,"1,025",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
364,Iran (Islamic Republic of),2010,Tourism expenditure (millions of US dollars),,,"2,631",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
364,Iran (Islamic Republic of),2018,Tourism expenditure (millions of US dollars),,,"5,252",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
368,Iraq,1995,Tourist/visitor arrivals (thousands),VF,,61,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
368,Iraq,2010,Tourist/visitor arrivals (thousands),VF,,"1,518",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
368,Iraq,2005,Tourism expenditure (millions of US dollars),,,186,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
368,Iraq,2010,Tourism expenditure (millions of US dollars),,,"1,736",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
368,Iraq,2018,Tourism expenditure (millions of US dollars),,,"1,986",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
368,Iraq,2019,Tourism expenditure (millions of US dollars),,,"3,593",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
368,Iraq,2020,Tourism expenditure (millions of US dollars),,,955,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
372,Ireland,1995,Tourist/visitor arrivals (thousands),TF,,"4,818",Including tourists from Northern Ireland.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
372,Ireland,2005,Tourist/visitor arrivals (thousands),TF,,"7,333",Including tourists from Northern Ireland.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
372,Ireland,2010,Tourist/visitor arrivals (thousands),TF,,"7,134",Including tourists from Northern Ireland.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
372,Ireland,2018,Tourist/visitor arrivals (thousands),TF,,"10,926",Including tourists from Northern Ireland.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
372,Ireland,2019,Tourist/visitor arrivals (thousands),TF,,"10,951",Including tourists from Northern Ireland.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
372,Ireland,1995,Tourism expenditure (millions of US dollars),,,"2,698",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
372,Ireland,2005,Tourism expenditure (millions of US dollars),,,"6,779",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
372,Ireland,2010,Tourism expenditure (millions of US dollars),,,"8,185",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
372,Ireland,2018,Tourism expenditure (millions of US dollars),,,"15,276",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
372,Ireland,2019,Tourism expenditure (millions of US dollars),,,"14,808",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
372,Ireland,2020,Tourism expenditure (millions of US dollars),,,"4,160",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
376,Israel,1995,Tourist/visitor arrivals (thousands),TF,,"2,215",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
376,Israel,2005,Tourist/visitor arrivals (thousands),TF,,"1,903",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
376,Israel,2010,Tourist/visitor arrivals (thousands),TF,,"2,803",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
376,Israel,2018,Tourist/visitor arrivals (thousands),TF,,"4,121",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
376,Israel,2019,Tourist/visitor arrivals (thousands),TF,,"4,552",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
376,Israel,2020,Tourist/visitor arrivals (thousands),TF,,831,Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
376,Israel,1995,Tourism expenditure (millions of US dollars),,,"3,491",Including the expenditures of foreign workers in Israel.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
376,Israel,2005,Tourism expenditure (millions of US dollars),,,"3,750",Including the expenditures of foreign workers in Israel.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
376,Israel,2010,Tourism expenditure (millions of US dollars),,,"5,638",Including the expenditures of foreign workers in Israel.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
376,Israel,2018,Tourism expenditure (millions of US dollars),,,"8,048",Including the expenditures of foreign workers in Israel.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
376,Israel,2019,Tourism expenditure (millions of US dollars),,,"8,459",Including the expenditures of foreign workers in Israel.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
376,Israel,2020,Tourism expenditure (millions of US dollars),,,"2,661",Including the expenditures of foreign workers in Israel.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
380,Italy,1995,Tourist/visitor arrivals (thousands),TF,,"31,052",Excluding seasonal and border workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
380,Italy,2005,Tourist/visitor arrivals (thousands),TF,,"36,513",Excluding seasonal and border workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
380,Italy,2010,Tourist/visitor arrivals (thousands),TF,,"43,626",Excluding seasonal and border workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
380,Italy,2018,Tourist/visitor arrivals (thousands),TF,,"61,567",Excluding seasonal and border workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
380,Italy,2019,Tourist/visitor arrivals (thousands),TF,,"64,513",Excluding seasonal and border workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
380,Italy,2020,Tourist/visitor arrivals (thousands),TF,,"25,190",Excluding seasonal and border workers.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
380,Italy,1995,Tourism expenditure (millions of US dollars),,,"30,411",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
380,Italy,2005,Tourism expenditure (millions of US dollars),,,"38,364",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
380,Italy,2018,Tourism expenditure (millions of US dollars),,,"51,602",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
380,Italy,2019,Tourism expenditure (millions of US dollars),,,"51,910",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
380,Italy,2020,Tourism expenditure (millions of US dollars),,,"20,459",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
388,Jamaica,1995,Tourist/visitor arrivals (thousands),TF,,"1,147",Including nationals residing abroad; E/D cards.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
388,Jamaica,2005,Tourist/visitor arrivals (thousands),TF,,"1,479",Including nationals residing abroad; E/D cards.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
388,Jamaica,2010,Tourist/visitor arrivals (thousands),TF,,"1,922",Including nationals residing abroad; E/D cards.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
388,Jamaica,2018,Tourist/visitor arrivals (thousands),TF,,"2,473",Including nationals residing abroad; E/D cards.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
388,Jamaica,2019,Tourist/visitor arrivals (thousands),TF,,"2,681",Including nationals residing abroad; E/D cards.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
388,Jamaica,2020,Tourist/visitor arrivals (thousands),TF,,880,Including nationals residing abroad; E/D cards.;Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
388,Jamaica,1995,Tourism expenditure (millions of US dollars),,,"1,069",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
388,Jamaica,2005,Tourism expenditure (millions of US dollars),,,"1,545",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
388,Jamaica,2010,Tourism expenditure (millions of US dollars),,,"2,001",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
388,Jamaica,2018,Tourism expenditure (millions of US dollars),,,"3,099",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
388,Jamaica,2019,Tourism expenditure (millions of US dollars),,,"3,599",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
388,Jamaica,2020,Tourism expenditure (millions of US dollars),,,"1,349",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
392,Japan,1995,Tourist/visitor arrivals (thousands),VF,,"3,345",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
392,Japan,2005,Tourist/visitor arrivals (thousands),VF,,"6,728",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
392,Japan,2010,Tourist/visitor arrivals (thousands),VF,,"8,611",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
392,Japan,2018,Tourist/visitor arrivals (thousands),VF,,"31,191",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
392,Japan,2019,Tourist/visitor arrivals (thousands),VF,,"31,881",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
392,Japan,2020,Tourist/visitor arrivals (thousands),VF,,"4,116",Excluding nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
392,Japan,1995,Tourism expenditure (millions of US dollars),,,"4,894",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
392,Japan,2005,Tourism expenditure (millions of US dollars),,,"15,554",Break in the time series.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
392,Japan,2010,Tourism expenditure (millions of US dollars),,,"15,356",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
392,Japan,2018,Tourism expenditure (millions of US dollars),,,"45,276",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
392,Japan,2019,Tourism expenditure (millions of US dollars),,,"49,209",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
392,Japan,2020,Tourism expenditure (millions of US dollars),,,"11,395",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
400,Jordan,1995,Tourist/visitor arrivals (thousands),TF,,"1,075",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
400,Jordan,2005,Tourist/visitor arrivals (thousands),TF,,"2,987",Break in the time series.;Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
400,Jordan,2010,Tourist/visitor arrivals (thousands),TF,,"4,207",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
400,Jordan,2018,Tourist/visitor arrivals (thousands),TF,,"4,150",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
400,Jordan,2019,Tourist/visitor arrivals (thousands),TF,,"4,488",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
400,Jordan,2020,Tourist/visitor arrivals (thousands),TF,,"1,067",Including nationals residing abroad.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
400,Jordan,1995,Tourism expenditure (millions of US dollars),,,973,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
400,Jordan,2005,Tourism expenditure (millions of US dollars),,,"1,759",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
400,Jordan,2010,Tourism expenditure (millions of US dollars),,,"4,390",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
400,Jordan,2018,Tourism expenditure (millions of US dollars),,,"6,221",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
400,Jordan,2019,Tourism expenditure (millions of US dollars),,,"6,765",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
400,Jordan,2020,Tourism expenditure (millions of US dollars),,,"1,745",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
398,Kazakhstan,2005,Tourist/visitor arrivals (thousands),TF,,"4,365",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
398,Kazakhstan,2010,Tourist/visitor arrivals (thousands),TF,,"4,097",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
398,Kazakhstan,2018,Tourist/visitor arrivals (thousands),TF,,"8,789",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
398,Kazakhstan,2019,Tourist/visitor arrivals (thousands),TF,,"8,515",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
398,Kazakhstan,2020,Tourist/visitor arrivals (thousands),TF,,"2,035",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
398,Kazakhstan,1995,Tourism expenditure (millions of US dollars),,,155,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
398,Kazakhstan,2005,Tourism expenditure (millions of US dollars),,,801,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
398,Kazakhstan,2010,Tourism expenditure (millions of US dollars),,,"1,236",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
398,Kazakhstan,2018,Tourism expenditure (millions of US dollars),,,"2,651",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
398,Kazakhstan,2019,Tourism expenditure (millions of US dollars),,,"2,922",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
398,Kazakhstan,2020,Tourism expenditure (millions of US dollars),,,589,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
404,Kenya,1995,Tourist/visitor arrivals (thousands),TF,,918,Excluding nationals residing abroad.;Arrivals of non-resident visitors from all border entry points.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
404,Kenya,2005,Tourist/visitor arrivals (thousands),TF,,"1,399",Excluding nationals residing abroad.;Arrivals of non-resident visitors from all border entry points.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
404,Kenya,2010,Tourist/visitor arrivals (thousands),TF,,"1,470",Excluding nationals residing abroad.;Arrivals of non-resident visitors from all border entry points.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
404,Kenya,1995,Tourism expenditure (millions of US dollars),,,785,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
404,Kenya,2005,Tourism expenditure (millions of US dollars),,,969,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
404,Kenya,2010,Tourism expenditure (millions of US dollars),,,"1,620",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
404,Kenya,2018,Tourism expenditure (millions of US dollars),,,"1,784",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
404,Kenya,2019,Tourism expenditure (millions of US dollars),,,"1,762",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
404,Kenya,2020,Tourism expenditure (millions of US dollars),,,774,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
296,Kiribati,1995,Tourist/visitor arrivals (thousands),TF,,4,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
296,Kiribati,2005,Tourist/visitor arrivals (thousands),TF,,4,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
296,Kiribati,2010,Tourist/visitor arrivals (thousands),TF,,5,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
296,Kiribati,2018,Tourist/visitor arrivals (thousands),TF,,7,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
296,Kiribati,2019,Tourist/visitor arrivals (thousands),TF,,8,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
296,Kiribati,2020,Tourist/visitor arrivals (thousands),TF,,1,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
296,Kiribati,2010,Tourism expenditure (millions of US dollars),,,4,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
296,Kiribati,2018,Tourism expenditure (millions of US dollars),,,3,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
296,Kiribati,2019,Tourism expenditure (millions of US dollars),,,3,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
296,Kiribati,2020,Tourism expenditure (millions of US dollars),,,0,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
414,Kuwait,1995,Tourist/visitor arrivals (thousands),VF,,"1,443",Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
414,Kuwait,2005,Tourist/visitor arrivals (thousands),VF,,"3,474",Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
414,Kuwait,2010,Tourist/visitor arrivals (thousands),VF,,"5,208",Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
414,Kuwait,2018,Tourist/visitor arrivals (thousands),VF,,"8,508",Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
414,Kuwait,2019,Tourist/visitor arrivals (thousands),VF,,"8,565",Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
414,Kuwait,2020,Tourist/visitor arrivals (thousands),VF,,"2,161",Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
414,Kuwait,1995,Tourism expenditure (millions of US dollars),,,307,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
414,Kuwait,2005,Tourism expenditure (millions of US dollars),,,413,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
414,Kuwait,2010,Tourism expenditure (millions of US dollars),,,574,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
414,Kuwait,2018,Tourism expenditure (millions of US dollars),,,919,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
414,Kuwait,2019,Tourism expenditure (millions of US dollars),,,"1,198",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
414,Kuwait,2020,Tourism expenditure (millions of US dollars),,,524,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
417,Kyrgyzstan,2005,Tourist/visitor arrivals (thousands),VF,,319,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
417,Kyrgyzstan,2010,Tourist/visitor arrivals (thousands),VF,,"1,224",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
417,Kyrgyzstan,2018,Tourist/visitor arrivals (thousands),VF,,"6,947",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
417,Kyrgyzstan,2019,Tourist/visitor arrivals (thousands),VF,,"8,508",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
417,Kyrgyzstan,2020,Tourist/visitor arrivals (thousands),VF,,"2,079",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
417,Kyrgyzstan,2005,Tourism expenditure (millions of US dollars),,,94,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
417,Kyrgyzstan,2010,Tourism expenditure (millions of US dollars),,,212,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed June 2022."
