Name,FIPS,"% Educational Attainment | Bachelor's degree or higher, 2021 [Estimated]","Population Density (per square mile), 2021 [Estimated]","% Household Size | 1-person household, 2021 [Estimated]","% Household Size | 2-person household, 2021 [Estimated]","% Household Size | 3-person household, 2021 [Estimated]","% Household Size | 4-person household, 2021 [Estimated]","% Household Size | 5-person household, 2021 [Estimated]","% Household Size | 6-person household, 2021 [Estimated]","# Gini Index Of Income Inequality [B19083] | Gini Index, 2019","% Hispanic or Latino | Hispanic or Latino, 2021 [Estimated]"
"Jo Daviess County, IL",17085,24.5676,35.3156,32.5651,40.2742,9.9543,8.2853,4.1824,3.0399,0.4334,4.0712
"Johnson County, AR",5071,14.5849,40.3355,26.0446,34.2748,18.8723,9.5737,5.4163,2.9091,0.4491,15.2207
"Johnson County, GA",13167,11.1347,31.9254,35.1116,34.3578,11.3946,6.3497,7.7414,2.7834,0.4208,3.6386
"Johnson County, IA",19103,52.6187,250.5745,28.1551,36.9201,14.169,12.7982,5.6248,1.0643,0.4918,6.0182
"Johnson County, IL",17087,15.9908,35.9696,21.842,44.1762,16.4753,10.2883,4.3122,0.7734,0.4409,3.2999
"Johnson County, IN",18081,34.1671,491.8988,23.6573,33.3736,16.5453,15.4891,6.5857,2.587,0.4144,4.0717
"Johnson County, KS",20091,56.1903,1275.2721,25.34,34.837,15.1561,15.1025,6.0126,1.9907,0.4465,8.3259
"Johnson County, KY",21115,18.4716,85.0764,30.4322,35.5042,12.9161,11.754,5.0841,3.0626,0.5063,0.4352
"Johnson County, MO",29101,29.8193,64.3284,22.2087,35.233,18.7285,14.4478,5.2634,2.2036,0.3975,5.0295
"Johnson County, NE",31097,17.9148,13.7899,27.3499,38.8448,11.778,14.496,4.8131,0.9626,0.4168,10.2777
"Johnson County, TN",47091,12.7117,58.9767,26.9472,38.5258,12.7126,13.8317,5.3417,1.313,0.5183,2.426
"Johnson County, TX",48251,19.1479,237.9969,19.7608,33.8455,16.4662,14.8791,8.422,3.1438,0.4098,22.279
"Johnson County, WY",56019,33.3333,2.0303,30.229,38.0065,8.4067,14.3217,7.4503,1.2333,0.495,2.5492
"Johnston County, NC",37101,23.1429,259.5558,22.0938,32.2176,19.4665,13.5737,8.0998,2.6454,0.4231,14.1713
"Johnston County, OK",40069,20.3958,17.2273,28.8889,34.937,15.5326,8.5911,4.8339,3.0699,0.4354,5.9126
"Jones County, GA",13169,19.8215,72.1757,25.8184,34.4617,17.676,9.9879,7.5211,2.4205,0.4271,2.2931
"Jones County, IA",19105,20.6859,35.7198,32.4537,36.3447,8.7026,13.3546,4.0383,2.5408,0.4121,2.675
"Jones County, MS",28067,20.8595,98.5332,27.6253,34.591,13.5688,13.3229,5.0308,4.0916,0.4806,5.9478
"Jones County, NC",37103,12.0656,19.628,30.2003,39.7724,12.7133,10.3141,1.6077,3.9822,0.4658,5.1989
"Jones County, SD",46075,29.4408,0.7838,34.2711,36.8286,18.1586,2.5575,5.1151,1.7903,0.3847,0
"Jones County, TX",48253,12.5692,21.4265,22.0244,40.349,15.0087,16.1431,1.7976,2.356,0.4435,28.1413
"Josephine County, OR",41033,17.6759,53.4489,26.0168,39.5457,15,10.2866,3.6371,2.6122,0.4513,8.0083
"Juab County, UT",49023,15.885,3.4399,16.774,26.3512,15.3178,14.3377,17.6421,4.6206,0.3722,6.8141
"Juana D??az Municipio, PR",72075,26.3792,740.4297,21.8217,33.9667,18.3189,14.9445,6.4174,2.2992,0.5044,99.6527
"Judith Basin County, MT",30045,24.3869,1.0285,39.2114,42.8258,7.448,4.7097,4.1621,0.7667,0.4657,4.3162
"Juncos Municipio, PR",72077,17.8098,1440.1235,24.0839,34.8907,20.4111,14.1464,3.8596,1.7632,0.5028,99.0825
"Juneau City and Borough, AK",2110,38.407,11.867,31.3131,33.858,12.0821,14.1492,4.7999,2.3647,0.3985,7.2706
"Juneau County, WI",55057,14.2441,34.467,29.1816,39.6042,12.0523,9.4287,5.2203,1.8087,0.4449,3.4116
"Juniata County, PA",42067,14.9942,62.3189,25.3934,32.1165,18.1672,12.9536,5.0423,2.473,0.4075,4.2639
"Kalamazoo County, MI",26077,39.6513,473.1175,30.2466,34.1321,13.3498,12.6273,5.6412,2.1693,0.4672,5.5874
"Kalawao County, HI",15005,19.6429,4.9202,73.5294,14.7059,0,5.8824,0,0,0.3124,1.6949
"Kalkaska County, MI",26079,11.4221,31.702,22.4817,40.5599,16.4181,9.8903,6.4294,2.3073,0.4251,2.2711
"Kanabec County, MN",27065,14.9957,30.8575,25.1754,40.6374,15.34,7.6243,5.8097,3.1107,0.3918,1.8514
"Kanawha County, WV",54039,24.9966,199.4994,32.6651,35.6727,13.8551,10.1915,4.7371,1.3512,0.4837,1.5027
"Kandiyohi County, MN",27067,23.6052,53.9051,26.1035,36.7406,13.1407,11.444,6.4309,2.6459,0.4348,12.5585
"Kane County, IL",17089,33.1902,1031.5215,21.8812,30.826,16.2352,15.9959,9.1187,3.3968,0.4431,32.3466
"Kane County, UT",49025,31.3523,1.8995,33.5586,42.3062,6.7197,5.4076,6.998,2.9026,0.4346,4.9743
"Kankakee County, IL",17091,21.8753,162.3115,28.5641,34.2539,13.7906,12.3368,6.5575,2.9895,0.4301,10.9879
"Karnes County, TX",48255,15.8244,21.2215,31.8171,34.8574,14.3766,10.7471,2.3568,2.6161,0.5306,55.5002
"Kauai County, HI",15007,29.6917,117.6188,23.1308,33.5419,13.3366,14.3323,7.349,3.5423,0.4161,11.7926
"Kaufman County, TX",48257,21.2598,166.7512,17.7741,31.1073,17.3185,16.3843,10.0312,4.766,0.4092,22.766
"Kay County, OK",40071,19.2508,47.7743,30.6487,36.0083,12.8758,9.0541,6.6894,2.463,0.457,8.9045
"Kearney County, NE",31099,25.0057,12.651,34.9674,36.2696,10.992,5.247,5.4385,4.2512,0.4083,7.9008
"Kearny County, KS",20093,13.8552,4.4719,19.964,38.0396,19.4245,8.1835,8.9029,3.5072,0.4552,32.597
"Keith County, NE",31101,20.0699,7.5782,36.9577,36.2781,10.7684,6.7433,3.3978,1.9603,0.4298,8.5768
"Kemper County, MS",28069,12.8778,13.1013,34.9293,31.1752,17.0022,9.1676,2.3395,3.0196,0.4665,0.2291
"Kenai Peninsula Borough, AK",2122,24.8487,3.6902,30.4798,33.8894,13.7666,10.577,5.3893,2.9513,0.4393,5.1211
"Kendall County, IL",17093,36.2946,403.15,16.8472,30.7317,17.9401,17.7085,10.6348,3.6454,0.3599,19.7693
"Kendall County, TX",48259,41.3927,70.6479,19.3705,33.8625,17.6257,15.833,7.2391,4.2354,0.489,24.4354
"Kenedy County, TX",48261,0.4662,0.4025,22.9437,45.8874,11.2554,0,12.5541,0,0.3216,100
"Kennebec County, ME",23011,28.6865,140.7312,29.9504,38.4212,15.034,9.601,4.0367,1.5121,0.4396,2.0331
"Kenosha County, WI",55059,26.4302,621.2253,27.7005,33.4586,14.3487,14.3006,5.9616,2.3651,0.4355,14.3495
"Kent County, DE",10001,23.9497,307.5128,25.1403,34.193,15.6205,14.3942,6.1022,2.3249,0.4279,7.6517
"Kent County, MD",24029,37.2826,69.6916,32.7909,41.5392,8.0631,11.3055,3.377,1.5661,0.4773,4.5217
"Kent County, MI",26081,36.009,779.6859,25.4529,33.1353,14.9509,14.2616,7.0623,2.8869,0.4569,11.2272
"Kent County, RI",44003,33.3014,967.1988,30.2887,32.8992,16.0886,12.0237,5.3281,1.7929,0.4404,5.8631
"Kent County, TX",48263,22.9358,0.6715,35.2941,28.5714,12.1849,12.1849,10.084,0,0.4897,13.5314
"Kenton County, KY",21117,31.9586,1040.581,29.7823,33.2255,13.9981,13.0693,6.3977,1.8001,0.4427,3.9528
"Keokuk County, IA",19107,19.3255,17.4919,30.4141,39.7375,10.0249,7.694,6.0874,4.1412,0.4512,2.1123
"Kern County, CA",6029,16.6114,110.6544,20.673,26.7842,15.9845,17.1334,10.3712,5.0137,0.4668,54.4107
"Kerr County, TX",48265,25.5443,47.6957,26.7259,37.9974,14.4734,10.2489,5.7931,3.0955,0.4698,27.7611
"Kershaw County, SC",45055,19.6659,91.1408,27.1655,38.4467,16.9691,9.5693,5.3724,1.2662,0.4416,5.0254
"Ketchikan Gateway Borough, AK",2130,25.3693,2.8555,26.3332,36.6495,13.8838,11.3093,5.2041,3.31,0.4332,5.5159
"Kewaunee County, WI",55061,21.2007,59.2693,25.6996,37.0725,16.2043,12.4611,6.0273,0.9806,0.3818,3.5227
"Keweenaw County, MI",26083,35.7485,3.8177,22.4932,50.8582,9.6658,12.3758,0,3.7037,0.4572,0.485
"Keya Paha County, NE",31103,29.0196,1.0413,26.6212,44.3686,13.3106,4.0956,2.0478,4.4369,0.4214,1.3665
"Kidder County, ND",38043,16.1012,1.8445,27.7413,44.4236,7.6851,8.716,3.8425,3.5614,0.4577,3.1701
"Kimball County, NE",31105,16.7417,3.7779,25.1918,48.3376,7.0332,10.6138,6.9054,0.5115,0.4012,11.4572
"Kimble County, TX",48267,24.4838,3.4549,23.8372,39.3605,14.7093,12.6744,5.6395,2.2674,0.5252,22.5359
"King County, TX",48269,13.2231,0.2382,42.623,21.3115,4.918,22.9508,3.2787,0,0.3522,29.0323
"King County, WA",53033,52.8729,1074.8992,28.1133,34.4844,15.1978,13.102,5.0989,1.9663,0.4672,10.2098
"King George County, VA",51099,36.3793,149.5536,18.7018,36.1325,15.6074,17.3369,6.5951,3.8029,0.3712,5.8517
"King William County, VA",51101,21.4623,61.9251,20.2408,39.782,13.9278,17.2307,5.5809,1.562,0.3759,3.1303
"King and Queen County, VA",51097,23.5929,22.1853,33.1707,29.4559,18.1989,11.5947,2.7392,2.1388,0.4208,3.647
"Kingfisher County, OK",40073,24.5091,17.7123,27.2109,33.2438,13.874,15.9506,7.1966,1.6649,0.4798,17.9606
"Kingman County, KS",20095,25.9259,8.2509,29.4081,38.8474,12.9283,10,3.8006,3.3333,0.4417,4.4778
"Kings County, CA",6031,14.8191,107.9774,17.1614,26.2111,19.4318,17.3394,11.7992,4.3674,0.4272,55.6807
"Kings County, NY",36047,37.8529,37466.8614,29.0702,28.8243,16.2865,12.3687,6.3188,3.248,0.5264,19.1482
"Kingsbury County, SD",46077,21.3306,5.8229,30.7659,44.3764,8.1838,7.8775,6.7396,0.4814,0.4331,2.4763
"Kinney County, TX",48271,10.2388,2.7411,48.9301,28.8873,12.2682,8.4879,0.5706,0.1427,0.4762,59.4152
"Kiowa County, CO",8061,21.2982,0.8264,35.9813,37.6947,10.2804,7.7882,3.1153,4.0498,0.4434,3.2854
"Kiowa County, KS",20097,27.5032,3.4595,29.6774,46.4516,8.3871,4.5161,6.6667,1.9355,0.3958,6.88
"Kiowa County, OK",40075,17.0025,8.554,32.0163,33.8757,14.6136,11.1273,3.9512,1.6851,0.4592,12.5878
"Kit Carson County, CO",8063,21.4272,3.32,29.2071,37.0693,8.5982,15.1556,5.4199,3.2787,0.4595,19.3198
"Kitsap County, WA",53035,33.6772,684.3,24.2702,38.5345,15.0448,12.8354,5.6012,2.0129,0.4166,8.1835
"Kittitas County, WA",53037,31.858,20.7451,29.5445,35.7932,14.6276,12.9339,3.7923,1.9514,0.4535,9.8389
"Kittson County, MN",27069,27.1939,3.836,31.5389,37.1397,12.1262,10.8211,4.0783,1.4682,0.3943,1.0676
"Klamath County, OR",41035,20.0861,11.2975,29.2241,36.8971,11.1039,11.6746,6.0436,2.5517,0.4485,14.5849
"Kleberg County, TX",48273,22.5736,34.6576,29.8452,33.1512,9.9271,16.3934,6.5483,1.4936,0.4861,73.3958
"Klickitat County, WA",53039,33.6161,11.8159,28.721,36.3195,15.5208,10.6098,4.2634,2.3853,0.4544,12.6159
"Knott County, KY",21119,14.5085,42.4701,27.0736,34.5218,15.6821,10.7569,5.4389,3.2935,0.469,1.4535
"Knox County, IL",17095,18.8793,69.4669,35.9629,32.5172,13.8471,7.9972,5.677,1.6883,0.4523,6.4503
"Knox County, IN",18083,17.8545,70.9953,28.2465,36.1257,12.4008,12.3133,7.2198,2.0522,0.4363,2.6341
"Knox County, KY",21121,14.7564,80.4987,29.9407,29.5169,15.1356,14.8729,7.4831,1.4153,0.5238,1.8233
"Knox County, ME",23013,32.5393,109.0444,31.2963,39.3718,13.9278,9.6518,3.5584,1.0411,0.4364,1.8812
"Knox County, MO",29103,18.251,7.7221,36.8764,41.8655,3.1092,12.7983,0.6508,2.3138,0.4846,0.9507
"Knox County, NE",31107,22.9412,7.5394,30.6936,38.7812,7.7506,9.8568,7.4979,2.4151,0.4166,2.9915
"Knox County, OH",39083,23.3481,117.2604,24.1813,36.5399,17.3896,11.6696,5.7072,2.2455,0.3951,1.6115
"Knox County, TN",47093,38.1942,922.6968,28.8465,35.5836,15.9399,11.8715,4.9888,1.4858,0.4808,4.8182
"Knox County, TX",48275,22.0762,4.298,26.4122,40.7634,6.1069,15.7252,6.1832,3.3588,0.4287,35.0656
"Kodiak Island Borough, AK",2150,27.6854,1.9996,25.7517,27.9098,12.0757,14.9127,11.9544,5.6741,0.372,9.5026
"Koochiching County, MN",27071,14.8325,3.9417,32.2985,41.8365,9.669,10.8659,3.3103,0.8416,0.4302,1.5199
"Kootenai County, ID",16055,25.9344,131.639,25.3863,39.2811,13.5979,11.9028,5.7101,2.4437,0.4278,5.0356
"Kosciusko County, IN",18085,24.0427,149.7472,22.3979,37.2323,16.7181,11.4456,6.6599,3.5193,0.4093,8.5083
"Kossuth County, IA",19109,17.0549,15.2591,31.0475,40.4481,10.9749,8.2955,5.9946,1.1353,0.4163,3.3416
"Kusilvak Census Area, AK",2158,3.915,0.4948,12.1895,12.6516,11.9006,11.7273,16.4067,9.9365,0.4285,1.1482
"La Crosse County, WI",55063,36.1644,262.0453,29.9392,36.4383,12.8332,11.9134,5.0421,1.7079,0.4551,2.2596
"La Paz County, AZ",4012,13.3819,4.6809,30.7419,45.312,9.9433,6.4175,3.5369,1.2902,0.4879,30.3179
"La Plata County, CO",8067,43.5457,33.6531,32.6193,37.5644,13.0988,9.5347,3.8558,1.8413,0.4703,13.383
"La Salle County, TX",48283,7.6366,5.0898,23.0037,33.885,20.2317,11.8329,7.6955,2.6893,0.5508,82.8069
"LaGrange County, IN",18087,10.7725,104.7679,17.6231,36.437,14.4022,9.6547,7.8325,5.7225,0.3998,4.7545
"LaMoure County, ND",38045,26.1123,3.5916,28.8089,43.6565,5.7618,8.7535,6.5374,2.3823,0.4713,2.3567
"LaPorte County, IN",18091,18.4219,183.3386,27.9323,35.3163,15.1956,10.9906,6.1848,2.5244,0.4402,7.454
"LaSalle County, IL",17099,18.7258,95.3806,28.8141,36.3776,13.2495,11.9614,5.7396,1.4846,0.4314,11.048
"LaSalle Parish, LA",22059,13.8749,23.9593,20.7581,35.2211,10.3791,16.8773,10.2888,5.3023,0.4607,2.3251
"Labette County, KS",20099,18.1324,30.4528,27.8922,35.3801,13.3867,8.9245,6.7124,4.1444,0.4259,5.144
"Lac qui Parle County, MN",27073,19.1101,8.5671,31.2881,41.407,11.0826,7.0029,5.6537,1.7668,0.4409,2.7006
"Lackawanna County, PA",42069,28.7531,456.0874,32.0727,32.9054,14.777,10.9415,5.1296,2.1291,0.4624,8.8516
"Laclede County, MO",29105,14.6366,46.4577,21.6218,36.2465,15.3187,15.0142,6.4589,2.7691,0.4158,3.2486
"Lafayette County, AR",5073,17.875,12.44,32.131,38.7928,11.9249,8.1708,5.7416,0.9569,0.5807,3.8953
"Lafayette County, FL",12067,13.6663,15.8113,21.4361,34.8008,9.2243,16.1426,6.7086,1.7296,0.4203,17.9956
"Lafayette County, MO",29107,20.7106,51.5152,24.6627,39.2403,14.1643,10.5998,4.6486,3.8375,0.4204,3.3793
"Lafayette County, MS",28071,46.3661,87.1846,28.3679,34.6313,17.6756,11.7421,4.5139,1.3497,0.5212,3.0159
"Lafayette County, WI",55065,19.2999,26.2742,25.6235,41.3005,9.8426,10.2138,7.1556,2.3456,0.4042,4.5894
"Lafayette Parish, LA",22055,33.2895,922.0039,28.0988,34.5858,15.7828,11.8986,5.7162,2.1464,0.4926,5.2982
"Lafourche Parish, LA",22057,17.2911,92.3256,24.5814,34.591,18.4494,12.025,6.3386,2.4716,0.4664,4.9292
"Lajas Municipio, PR",72079,14.4454,365.3453,29.9451,29.0947,25.0617,8.0384,4.1289,1.3717,0.5283,98.5118
"Lake County, CA",6033,15.1469,51.0938,31.5933,31.7857,15.0309,10.4683,5.8295,3.4039,0.4817,22.3598
"Lake County, CO",8065,35.2015,20.9621,23.0769,50.0423,13.5813,10.3128,0.2536,1.6624,0.4414,29.4013
"Lake County, FL",12069,24.3134,381.2727,27.2226,39.9095,14.5556,9.8806,5.085,2.0645,0.4231,16.6514
"Lake County, IL",17097,45.4966,1581.9397,22.1918,32.5478,16.9344,15.9124,8.1071,2.4816,0.4847,22.4066
"Lake County, IN",18089,23.3649,968.2147,29.8917,31.0174,15.1657,12.9331,6.0438,2.5342,0.4495,19.9652
"Lake County, MI",26085,13.0905,21.327,34.5401,43.5698,8.6087,5.1147,3.8729,2.9047,0.4322,2.7261
"Lake County, MN",27075,32.1047,4.9415,31.8524,41.5685,9.4263,11.2613,3.5155,1.0238,0.388,1.7365
"Lake County, MT",30047,31.2699,20.4131,24.5698,41.255,13.0297,10.3673,4.7855,3.3045,0.4535,4.8348
"Lake County, OH",39085,28.0499,1004.9711,29.5639,37.7385,13.531,11.2451,5.0492,1.6748,0.4149,4.9798
"Lake County, OR",41037,14.7646,0.9632,28.5633,45.4054,10.9815,8.5917,2.0768,2.3044,0.4506,9.1466
"Lake County, SD",46079,32.4495,23.1199,29.8907,41.8042,7.0924,9.385,5.7853,1.6285,0.4559,1.2218
"Lake County, TN",47095,10.2605,43.9907,26.7849,42.103,20.8568,5.1926,3.7213,0.3894,0.5416,1.8511
"Lake and Peninsula Borough, AK",2164,18.031,0.0549,27.6423,32.5203,10.5691,11.3821,10.8401,2.71,0.4259,0
"Lake of the Woods County, MN",27077,18.8137,2.8316,33.8877,42.966,15.1074,2.2176,1.7325,2.4255,0.3858,0.5714
"Lamar County, AL",1075,12.2231,22.743,32.7426,29.0051,14.564,16.4064,3.7901,1.86,0.472,2.3699
"Lamar County, GA",13171,16.645,103.1549,42.8571,28.9592,9.8651,10.9043,3.3814,1.6287,0.4783,2.7894
"Lamar County, MS",28073,32.8617,127.953,25.8721,33.6896,15.0313,12.8623,7.2764,3.2379,0.4635,3.3674
"Lamar County, TX",48277,19.3446,54.6144,29.9472,36.0593,15.3305,8.3941,6.1372,2.0307,0.475,9.1854
"Lamb County, TX",48279,13.4608,12.5922,28.983,26.0589,16.0181,12.9005,9.4173,4.1496,0.4453,57.0647
"Lamoille County, VT",50015,38.4424,55.5146,25.3679,38.8154,17.3623,12.05,3.7853,1.1476,0.488,2.481
"Lampasas County, TX",48281,18.9143,29.6532,23.0103,40.6352,15.3904,11.0218,4.9962,1.996,0.4147,19.9215
"Lancaster County, NE",31109,39.956,383.6095,29.9202,34.7411,13.6435,12.1385,5.5777,2.306,0.4467,7.7716
"Lancaster County, PA",42071,27.7179,579.0234,23.826,37.2309,14.1374,13.0825,5.9914,2.5749,0.4324,11.2761
"Lancaster County, SC",45057,29.5813,178.3057,25.7413,39.6217,11.1412,14.9237,5.3781,2.2065,0.4729,5.861
"Lancaster County, VA",51103,31.8633,78.6812,31.4286,48.1349,7.2024,8.1349,3.1548,1.1706,0.5079,0.6007
"Lander County, NV",32015,14.4946,1,24.3059,28.5389,17.8425,18.0701,5.7806,4.8703,0.3986,34.0641
"Lane County, KS",20101,22.9367,2.1578,45.0535,21.3904,12.1658,11.4973,4.8128,3.7433,0.4271,6.8475
"Lane County, OR",41039,30.8265,83.6646,29.2935,37.2248,13.9989,11.3214,4.6268,1.8327,0.4665,9.5614
"Langlade County, WI",55067,16.8326,21.6711,32.3828,39.6401,11.5344,8.718,4.0084,2.2087,0.4105,2.157
"Lanier County, GA",13173,17.5644,52.7079,29.0782,34.6412,11.9054,10.1854,11.0185,0.9137,0.4687,5.9851
"Lapeer County, MI",26087,18.59,136.0115,23.4975,38.6948,15.8134,10.4548,6.4491,2.8797,0.419,5.057
"Laramie County, WY",56021,28.5281,37.1542,28.8444,33.0812,15.579,11.7377,6.8525,1.6775,0.4373,15.3451
"Lares Municipio, PR",72081,18.7584,393.5544,22.421,36.1419,22.1669,12.2269,5.2444,0.7115,0.5357,99.3549
"Larimer County, CO",8069,47.3395,137.8764,23.8986,39.7196,15.9669,12.1458,5.385,1.6957,0.4463,11.9294
"Larue County, KY",21123,12.7954,54.3026,25.8957,36.6106,16.1657,10.8338,6.198,2.9207,0.4455,3.45
"Las Animas County, CO",8071,20.8488,2.941,36.8176,35.0966,9.7334,9.9168,5.1347,1.2696,0.4708,41.2624
"Las Mar??as Municipio, PR",72083,16.8715,170.4487,21.5981,38.568,14.2405,18.9873,4.7864,0.5538,0.5244,99.5697
"Las Piedras Municipio, PR",72085,23.3092,1090.7375,19.6772,37.4669,19.2467,15.6788,6.2831,0.7119,0.5011,99.7132
"Lassen County, CA",6035,12.9953,6.5725,27.3843,41.8549,14.5144,7.3997,4.1329,2.5762,0.4171,19.285
"Latah County, ID",16057,43.4775,37.2407,31.4854,41.1776,10.5588,8.7619,4.7537,1.8288,0.4568,4.8071
"Latimer County, OK",40077,18.8474,14.0924,27.1801,35.354,13.4658,13.1429,6.882,1.3665,0.4874,4.373
"Lauderdale County, AL",1077,24.5117,138.403,28.9998,37.4512,14.606,11.3375,4.6513,1.6919,0.4601,3.075
"Lauderdale County, MS",28075,20.8141,106.1258,31.729,32.4889,16.0097,11.2102,5.9006,1.145,0.504,2.7451
"Lauderdale County, TN",47097,8.5568,53.3046,25.2102,31.1988,17.5298,10.6694,8.7805,4.027,0.43,2.8381
"Laurel County, KY",21125,15.1808,139.6466,27.5021,34.4218,15.4131,11.7091,5.599,3.0256,0.4832,2.0394
"Laurens County, GA",13175,16.4864,58.2835,28.8069,33.5436,17.0247,10.3957,5.4627,1.8209,0.4997,3.4662
"Laurens County, SC",45059,16.3678,93.9413,28.1025,33.3046,15.8062,11.1564,6.346,3.6431,0.46,5.9446
"Lavaca County, TX",48285,17.9096,20.931,25.8772,35.5876,13.5001,14.4443,5.9334,2.182,0.4715,19.5251
"Lawrence County, AL",1079,12.8873,47.4602,25.9604,36.2918,16.7393,13.556,5.0259,1.3243,0.4409,2.9683
"Lawrence County, AR",5075,17.1521,27.7478,23.3868,38.1177,16.1945,11.5833,6.4684,2.4394,0.4382,1.9687
"Lawrence County, IL",17101,17.2619,42.2432,29.4001,33.1828,14.6507,12.8299,5.5328,1.5385,0.4263,2.487
"Lawrence County, IN",18093,17.1321,101.1313,27.2347,36.5434,13.119,12.5991,5.7556,2.0204,0.4055,2.0187
"Lawrence County, KY",21127,9.6333,37.6399,31.2304,33.9416,10.2885,16.6667,3.2499,2.1724,0.4989,1.4192
"Lawrence County, MO",29109,15.5426,62.3192,25.1486,34.7676,15.0095,13.5031,6.7279,2.2561,0.434,8.5539
"Lawrence County, MS",28077,18.7522,29.4262,28.0437,30.4581,16.5085,13.8052,7.6558,2.1461,0.4585,1.1207
"Lawrence County, OH",39087,14.6468,130.9568,29.7816,32.3824,19.3739,10.1342,5.3754,1.4546,0.4538,1.3542
"Lawrence County, PA",42073,22.8044,239.6241,29.8176,36.0181,14.4534,10.6574,5.236,1.9182,0.4622,1.7629
"Lawrence County, SD",46081,36.6725,32.3266,35.9612,35.2116,11.8342,8.836,6.1993,0.5467,0.4556,3.6732
"Lawrence County, TN",47099,14.2345,71.0612,25.8568,35.094,15.9844,11.9097,5.8102,2.6976,0.443,2.725
"Le Flore County, OK",40079,15.3762,31.4794,24.6171,33.6912,17.5268,12.3222,6.0167,3.5097,0.4497,7.1821
"Le Sueur County, MN",27079,23.4025,63.3873,22.9364,38.3126,14.6183,14.0157,6.145,2.5383,0.3919,6.512
"Lea County, NM",35025,13.3815,16.328,23.9944,28.2398,15.1583,16.3519,9.8767,3.1567,0.4423,60.7539
"Leake County, MS",28079,14.8971,38.7838,29.1426,34.5575,14.6904,8.0973,9.1251,2.2562,0.4923,4.9454
"Leavenworth County, KS",20103,32.7621,176.841,24.7152,35.1243,14.8555,13.189,8.4533,2.0584,0.4144,7.4388
"Lebanon County, PA",42075,21.0066,391.3658,24.9889,38.3648,14.1556,12.4685,5.5167,2.3574,0.4034,14.5253
"Lee County, AL",1081,34.9002,274.3287,29.6097,32.7056,16.7229,13.1741,4.1673,2.2582,0.5026,4.2444
"Lee County, AR",5077,11.22,14.6361,30.7642,38.242,17.9075,4.8213,2.4598,2.9518,0.5049,2.585
"Lee County, FL",12071,28.7238,990.9506,27.8634,44.1592,11.4235,8.8219,4.4399,1.7655,0.4798,22.4608
"Lee County, GA",13177,26.6396,83.6231,21.0939,34.3756,17.1256,17.5846,6.2631,1.3961,0.397,3.7265
"Lee County, IA",19111,16.5747,65.0237,27.3657,39.1031,11.0149,11.1508,7.546,2.2602,0.4199,4.0888
"Lee County, IL",17103,18.3541,47.0193,33.819,33.1269,14.243,10.6222,3.7447,2.7466,0.436,6.8459
"Lee County, KY",21129,10.1875,31.7152,42.5958,32.4657,6.6127,9.0046,5.8389,2.7436,0.5105,0.5284
"Lee County, MS",28081,25.3426,188.7057,29.8614,30.1054,17.7004,13.2589,6.0586,1.6765,0.4674,3.3894
"Lee County, NC",37105,21.3938,238.9929,25.5802,31.9064,19.0328,12.8917,5.1025,2.8628,0.4428,19.6939
"Lee County, SC",45061,16.7403,40.9426,36.8134,37.2191,11.2516,8.2241,3.4644,1.5293,0.5068,3.1857
"Lee County, TX",48287,14.1151,27.4235,21.1215,41.5236,16.1354,8.5826,8.4846,3.0407,0.4459,24.3826
"Lee County, VA",51105,10.8452,53.3055,33.0838,30.2123,17.1173,10.7486,6.1676,0.2123,0.4932,2.2535
"Leelanau County, MI",26089,45.3904,62.0163,27.7212,44.1372,10.8739,9.8673,4.4248,1.3827,0.4569,5.0204
"Leflore County, MS",28083,18.1754,47.3291,37.411,25.6494,14.4533,11.6359,6.6087,1.571,0.5857,3.0089
"Lehigh County, PA",42077,29.981,1068.5463,25.2804,33.6122,15.3223,14.3735,6.6335,2.6807,0.457,26.3287
"Lemhi County, ID",16059,23.0037,1.721,37.1979,37.8021,8.2566,6.7606,3.3372,4.3728,0.4323,3.7942
"Lenawee County, MI",26091,21.6723,130.8758,28.7352,35.3047,14.4838,11.387,5.888,1.8748,0.417,8.4958
"Lenoir County, NC",37107,15.385,139.6714,30.722,32.2513,16.0734,11.4461,5.49,1.9738,0.4799,8.7889
"Leon County, FL",12073,45.6344,439.7291,31.2406,33.3665,17.5979,11.3983,4.1758,1.2146,0.4896,6.714
"Leon County, TX",48289,14.3059,16.2148,30.9161,38.445,14.7652,8.4373,4.2956,1.0162,0.5271,15.5336
"Leslie County, KY",21131,8.4396,24.7572,28.9252,35.1527,16.278,6.8286,5.41,3.799,0.4562,0.6651
"Letcher County, KY",21133,12.3416,63.9895,30.9196,31.1946,14.8488,13.423,5.2042,2.6174,0.5207,1.0405
"Levy County, FL",12075,13.311,36.2075,30.9315,37.6186,14.7234,8.8729,5.1847,1.4611,0.4524,8.7804
"Lewis County, ID",16061,18.7245,8.0552,40.5094,34.2025,10.0667,7.3378,2.1831,1.2129,0.4534,4.7446
"Lewis County, KY",21135,10.2477,27.3818,31.1182,32.7937,15.305,13.7236,4.7816,1.2989,0.5015,0.0076
"Lewis County, MO",29111,14.101,19.5112,29.0786,40.1626,9.7019,7.7778,7.6423,3.4417,0.429,0.7916
"Lewis County, NY",36049,19.1368,20.6152,24.4682,40.6172,11.9545,12.6935,4.5441,3.5454,0.4002,1.9447
"Lewis County, TN",47101,10.4763,42.6882,28.9763,30.7318,18.9721,9.5601,7.5085,3.0457,0.4372,2.6158
