Name,FIPS,"% Educational Attainment | Bachelor's degree or higher, 2021 [Estimated]","Population Density (per square mile), 2021 [Estimated]","% Household Size | 1-person household, 2021 [Estimated]","% Household Size | 2-person household, 2021 [Estimated]","% Household Size | 3-person household, 2021 [Estimated]","% Household Size | 4-person household, 2021 [Estimated]","% Household Size | 5-person household, 2021 [Estimated]","% Household Size | 6-person household, 2021 [Estimated]","# Gini Index Of Income Inequality [B19083] | Gini Index, 2019","% Hispanic or Latino | Hispanic or Latino, 2021 [Estimated]"
"Lewis County, WA",53041,18.4197,32.9043,26.987,35.4541,14.0785,11.6322,5.995,2.3496,0.4252,10.9623
"Lewis County, WV",54041,14.1933,41.5089,26.7672,37.6904,17.8245,9.3083,5.5606,1.8282,0.4722,1.5379
"Lewis and Clark County, MT",30049,39.6383,19.9217,30.2907,39.1378,11.4661,10.8517,4.7114,2.1731,0.421,3.842
"Lexington County, SC",45063,30.4316,427.1793,25.9965,35.3227,16.5599,13.0207,5.5731,2.0115,0.4384,6.3467
"Lexington city, VA",51678,43.4102,2912.8855,48.9144,29.2465,9.7488,5.1937,5.1511,1.1494,0.4953,7.1291
"Liberty County, FL",12077,14.4602,10.0519,28.0811,34.6981,16.0877,10.6286,8.3127,1.1993,0.4305,4.7863
"Liberty County, GA",13179,18.1836,115.3832,24.4423,32.2945,17.2817,14.3676,7.2197,2.1802,0.3971,13.3911
"Liberty County, MT",30051,11.4792,1.6,30.5586,49.8357,3.3954,9.8576,4.7097,0.8762,0.5778,2.0105
"Liberty County, TX",48291,9.5421,74.749,26.5376,32.0405,15.7806,12.795,6.4762,3.3918,0.4434,26.8557
"Licking County, OH",39089,27.8008,258.035,22.8554,37.5879,16.9646,12.2529,6.05,2.1612,0.4353,2.28
"Limestone County, AL",1083,26.5966,174.2335,26.6178,35.2899,14.894,12.9395,6.4838,2.2101,0.4454,6.5927
"Limestone County, TX",48293,14.3854,25.9059,25.0267,35.4406,13.2013,9.6904,9.1685,3.5464,0.448,23.9939
"Lincoln County, AR",5079,9.3474,23.5513,22.0779,35.7834,15.0318,16.5515,7.3777,0.3592,0.4604,4.7864
"Lincoln County, CO",8073,11.3027,2.1834,35.0989,37.1469,11.0169,6.3559,5.791,1.8362,0.4737,25.4975
"Lincoln County, GA",13181,16.1235,37.6222,32.1985,40.2481,8.0496,10.3001,6.7802,0.6924,0.4995,2.3752
"Lincoln County, ID",16063,9.0618,4.4841,26.7158,25.1276,18.945,15.0879,4.6512,4.9348,0.4175,31.0377
"Lincoln County, KS",20105,24.3036,4.1799,38.1349,34.8043,9.3256,8.2431,3.0808,2.9142,0.3977,3.7579
"Lincoln County, KY",21137,13.6174,73.458,27.3438,32.214,15.5595,12.0659,5.8609,3.4102,0.4271,2.4744
"Lincoln County, ME",23015,33.7481,74.8443,28.1801,42.8799,12.6245,9.8851,2.7522,1.5006,0.4404,1.7527
"Lincoln County, MN",27081,18.4521,10.4381,34.8163,35.1837,9.9592,9.551,6.4082,2.5306,0.4492,2.1596
"Lincoln County, MO",29113,17.6417,91.9418,20.2161,35.6933,17.9882,14.6848,6.7559,1.9707,0.4017,2.9666
"Lincoln County, MS",28085,16.5488,58.1535,28.0602,32.2825,18.0151,12.6025,6.6752,0.8525,0.4762,0.883
"Lincoln County, MT",30053,20.5844,5.4106,31.3731,43.9657,8.7574,8.0542,5.7147,0.2046,0.4744,3.832
"Lincoln County, NC",37109,23.1681,284.5458,22.2755,36.8148,19.7351,13.1233,4.6423,1.5749,0.4576,7.9614
"Lincoln County, NE",31111,23.9042,13.6366,28.6881,35.5581,13.1462,12.2824,6.4246,1.3835,0.4358,9.7666
"Lincoln County, NM",35027,25.9718,3.9631,28.0572,43.5075,14.0076,10.1275,2.3673,1.0926,0.4648,34.1847
"Lincoln County, NV",32017,19.4959,0.487,39.7183,35.3052,10.1878,9.2958,1.1737,0.892,0.3751,7.7057
"Lincoln County, OK",40081,16.2272,36.8858,28.291,37.5931,13.8531,10.2235,4.2064,3.0046,0.4446,3.9113
"Lincoln County, OR",41041,24.9546,50.5524,32.9811,42.6724,11.5406,5.9881,3.5502,2.2201,0.4455,9.9089
"Lincoln County, SD",46083,36.6078,104.2798,20.8734,34.9784,14.4629,15.8057,8.6503,2.6514,0.4418,2.4286
"Lincoln County, TN",47103,19.3543,59.6361,26.4693,36.3286,14.1007,13.1606,5.9363,2.5759,0.4415,4.463
"Lincoln County, WA",53043,26.2626,4.5966,23.4144,46.5899,11.1425,8.6664,4.0834,3.3015,0.4023,3.945
"Lincoln County, WI",55069,19.7811,31.2346,28.8275,42.5898,11.9937,8.7406,4.9112,1.2712,0.3944,1.8582
"Lincoln County, WV",54043,9.5803,46.9362,22.6898,39.3626,20.6103,8.7117,4.8726,2.0795,0.4481,1.1944
"Lincoln County, WY",56023,24.134,4.844,28.4444,33.3004,9.5426,10.2202,9.3309,4.8701,0.3876,4.6705
"Lincoln Parish, LA",22061,35.5043,100.3599,27.0961,35.6091,18.219,11.5822,4.783,1.4282,0.5381,3.5147
"Linn County, IA",19113,33.7155,317.3099,29.8962,34.9821,14.549,11.7029,4.9998,2.4274,0.4277,3.7128
"Linn County, KS",20107,16.3374,16.4136,29.8507,35.8209,13.9736,8.2414,5.6241,3.9152,0.4575,2.9125
"Linn County, MO",29115,17.3206,19.4448,29.0989,37.6124,13.5259,7.4995,6.4473,3.2715,0.4238,3.0827
"Linn County, OR",41043,20.3964,55.8008,24.7095,37.0498,14.9037,11.3145,6.8337,3.0629,0.4213,9.9326
"Lipscomb County, TX",48295,19.788,3.6333,20.9076,40.8428,13.3712,12.2366,8.2658,2.3501,0.4363,32.4476
"Litchfield County, CT",9005,35.5709,195.4354,28.2293,37.2626,13.8472,12.8562,5.2076,1.3291,0.4566,7.2918
"Little River County, AR",5081,13.1505,22.8109,33.6064,28.7639,15.3832,12.8709,4.9518,2.8946,0.4494,1.6803
"Live Oak County, TX",48297,12.1185,11.8323,29.4941,40.1776,14.0474,7.2121,4.9785,1.507,0.4507,41.5542
"Livingston County, IL",17105,14.8201,34.1175,29.2494,33.6691,16.8062,9.3005,5.9804,2.2701,0.4302,5.3109
"Livingston County, KY",21139,12.5962,29.1989,31.9546,35.6368,17.377,9.2055,1.5132,2.396,0.4749,2.2968
"Livingston County, MI",26093,35.7317,340.2198,22.81,39.7137,15.7076,12.8415,5.1911,1.8208,0.4071,2.9255
"Livingston County, MO",29117,17.9088,28.4425,28.2341,39.9568,11.2571,10.725,6.3186,1.1473,0.4284,1.9749
"Livingston County, NY",36051,27.0067,99.7291,27.9445,37.6237,14.2621,11.9313,5.0176,1.6643,0.4238,4.0568
"Livingston Parish, LA",22063,19.5729,218.551,22.0847,32.6529,17.1942,16.8026,7.6335,2.3168,0.4271,4.4882
"Llano County, TX",48299,24.0225,23.5008,27.243,47.2687,8.7379,9.2408,3.9888,1.1112,0.5223,11.5257
"Logan County, AR",5083,12.7899,30.3485,24.3161,33.8602,17.3252,13.1672,5.9088,2.6018,0.4243,3.7776
"Logan County, CO",8075,22.2193,12.0967,34.2233,33.3136,10.2894,14.1524,4.5836,1.6184,0.4217,18.992
"Logan County, IL",17107,21.5714,46.0913,31.4428,33.717,13.4794,11.5367,6.4819,1.4087,0.4201,3.2682
"Logan County, KS",20109,16.3512,2.6216,30.303,27.8237,19.9265,13.7741,5.7851,1.2856,0.4407,6.9321
"Logan County, KY",21141,17.5285,48.7475,26.5794,37.6721,11.952,15.5356,3.7594,2.9587,0.4432,3.3508
"Logan County, ND",38047,21.7264,1.8739,30.6698,40.188,15.1586,5.8754,4.8179,1.6451,0.4238,0.6989
"Logan County, NE",31113,18.1102,1.6928,20.597,40,3.5821,5.3731,25.3731,0.2985,0.362,5.383
"Logan County, OH",39091,16.8747,98.5737,26.2699,36.2139,12.5807,12.4839,5.6985,3.4761,0.4256,1.9869
"Logan County, OK",40083,28.4426,64.0525,22.33,34.8799,16.4733,15.7571,7.0292,2.1107,0.4628,7.3586
"Logan County, WV",54045,11.1145,70.1479,25.8043,35.5586,19.9693,10.7853,5.0819,0.7678,0.4887,1.42
"Long County, GA",13183,17.2745,49.3415,22.3555,29.8949,15.6702,20.253,5.8968,4.1064,0.3787,11.1814
"Lonoke County, AR",5085,21.1295,95.2781,22.5447,33.3722,19.9818,14.5498,5.9643,2.3296,0.4161,5.2589
"Lorain County, OH",39093,25.4135,631.2512,28.8506,35.5453,15.2113,11.3667,5.6854,1.9103,0.4506,10.658
"Los Alamos County, NM",35028,66.5973,173.085,33.6729,33.5074,14.0346,11.8696,5.0051,1.1207,0.3909,19.0721
"Los Angeles County, CA",6037,32.4234,2495.3903,25.334,27.8476,16.7262,14.8986,7.8824,3.6517,0.5002,48.7002
"Loudon County, TN",47105,26.1834,232.2396,26.9605,42.6011,11.8624,8.3798,5.8755,1.986,0.4513,9.3885
"Loudoun County, VA",51107,61.4164,810.3818,16.6334,27.8675,18.7711,21.9647,8.4446,3.9716,0.3866,13.9896
"Louisa County, IA",19115,15.481,27.7446,26.8461,38.1182,12.4454,11.2721,6.1422,2.3004,0.4373,15.5378
"Louisa County, VA",51109,25.0737,74.5144,24.5616,42.2214,15.145,8.795,5.6305,2.4101,0.4702,3.346
"Loup County, NE",31115,26.8994,1.1109,32.1311,39.6721,13.1148,7.541,5.9016,0,0.3797,2.5559
"Love County, OK",40085,13.9379,19.9256,27.5407,31.8391,16.0884,10.7768,9.0267,2.3948,0.4077,16.4844
"Loving County, TX",48301,0,0.1331,0,38.0952,19.0476,0,0,38.0952,0.4906,0
"Lowndes County, AL",1085,14.2672,13.633,30.586,33.3492,15.6741,11.6484,5.455,1.6436,0.5064,0.7377
"Lowndes County, GA",13185,25.8068,233.728,29.6934,33.9643,15.8385,12.0623,5.3727,1.5846,0.5179,6.3296
"Lowndes County, MS",28087,24.1533,116.6243,30.8427,33.3074,16.1279,10.8373,5.1397,1.8931,0.4691,2.5633
"Lo??za Municipio, PR",72087,15.4796,1263.2849,22.8633,33.9119,21.0797,12.102,5.8535,1.9751,0.4922,99.5176
"Lubbock County, TX",48303,30.4516,348.2917,26.9723,32.2226,16.4908,12.7039,6.6938,2.6675,0.4791,36.529
"Lucas County, IA",19117,17.8228,19.7003,27.0924,38.0163,10.8424,14.1304,4.8641,3.2065,0.4504,2.8999
"Lucas County, OH",39095,27.1436,1262.0328,33.0104,31.8473,15.0366,10.6414,5.7691,1.9736,0.4871,7.8879
"Luce County, MI",26095,20.4671,6.9638,31.0361,40.6844,5.6084,14.3536,2.1863,3.5171,0.3958,3.9131
"Lumpkin County, GA",13187,25.0827,117.0379,23.7644,37.6354,17.0785,12.0345,6.6181,2.1242,0.4738,5.6742
"Luna County, NM",35029,12.8339,7.9948,38.0332,25.8307,15.4917,8.1612,6.8253,4.176,0.4726,68.624
"Lunenburg County, VA",51111,10.2524,28.0241,27.5912,40.0097,13.2158,14.4238,2.0778,1.1597,0.4,5.6042
"Luquillo Municipio, PR",72089,20.7639,681.7512,24.4691,35.5091,17.9419,13.4916,6.8707,1.0306,0.4744,98.9203
"Luzerne County, PA",42079,23.6754,355.2911,30.4715,33.6527,15.6553,11.1873,5.1326,1.8066,0.449,13.7645
"Lycoming County, PA",42081,24.2956,92.0599,28.2051,36.8825,14.6958,11.2662,5.8796,1.2789,0.4278,2.5619
"Lyman County, SD",46085,20.4768,2.3585,20.6995,37.045,16.7024,6.3526,9.7787,4.5682,0.3886,2.5045
"Lynchburg city, VA",51680,35.5764,1671.2684,30.6245,35.6304,15.8617,7.5879,4.1441,3.5372,0.4623,4.6464
"Lynn County, TX",48305,18.17,6.5806,25.7318,33.9471,11.1426,16.2417,6.5156,3.7299,0.5022,47.1801
"Lyon County, IA",19119,20.6218,20.0919,21.5513,34.1119,13.2217,15.8219,9.0348,3.68,0.3649,3.0321
"Lyon County, KS",20111,27.6035,39.3918,27.7152,39.5775,10.6929,12.4397,5.964,1.1109,0.4692,23.1548
"Lyon County, KY",21143,15.8881,38.0187,33.7504,44.087,8.7876,7.8642,2.7108,0.566,0.4355,3.3579
"Lyon County, MN",27083,25.5211,36.2061,26.8615,37.7175,12.4565,11.363,6.7899,2.6345,0.4417,7.2566
"Lyon County, NV",32019,13.0615,27.6629,27.8415,38.2666,9.4381,11.1687,7.3494,4.1957,0.4011,18.004
"Mackinac County, MI",26097,24.4394,10.384,31.2547,43.9538,11.0311,7.8658,3.0705,1.4594,0.4377,2.0262
"Macomb County, MI",26099,25.1836,1835.7841,28.8941,32.9273,14.8223,13.2817,6.1522,2.1826,0.4246,3.0174
"Macon County, AL",1087,20.7708,29.6701,36.9478,31.4638,13.0591,10.7326,4.9162,1.7449,0.5095,1.2788
"Macon County, GA",13193,10.163,32.2766,34.2925,35.817,18.1018,7.4941,1.181,0.4509,0.4998,4.7015
"Macon County, IL",17115,21.5596,178.7123,36.1801,35.2691,11.4519,8.5495,4.7453,2.2843,0.4746,2.8403
"Macon County, MO",29121,16.4054,18.7954,32.3041,41.2993,9.1558,7.6923,4.0692,3.1412,0.3976,2.032
"Macon County, NC",37113,24.2232,68.1583,30.0837,41.1441,13.4524,8.8621,4.2468,1.2803,0.4675,7.9195
"Macon County, TN",47111,11.0664,79.2496,25.7503,35.2131,14.1301,11.8445,8.3947,3.2789,0.4589,5.8502
"Macoupin County, IL",17117,18.9421,51.7791,26.1631,38.1422,15.0412,11.9467,4.383,2.4799,0.4203,1.6785
"Madera County, CA",6039,15.2959,73.3497,16.7948,30.002,14.1643,17.3752,11.2053,5.6245,0.4422,59.0132
"Madison County, AL",1089,42.9937,461.079,29.8316,34.4513,15.5944,11.7103,5.3065,1.9375,0.462,5.3353
"Madison County, AR",5087,14.9815,19.7361,27.5968,35.521,16.7558,10.0632,4.7156,2.8034,0.4771,6.2982
"Madison County, FL",12079,15.0647,26.2717,31.3315,37.63,10.7075,11.1469,5.6247,0.8496,0.4797,5.7817
"Madison County, GA",13195,19.887,105.0764,16.7775,40.3809,14.3443,18.4817,4.9576,1.367,0.4205,6.1451
"Madison County, IA",19121,25.3964,28.825,21.8366,40.4484,8.5534,16.1855,8.8145,2.3649,0.4412,2.7457
"Madison County, ID",16065,36.2977,84.3848,10.5706,41.4494,16.9847,9.1284,8.5013,8.3938,0.4795,8.9598
"Madison County, IL",17119,26.9886,368.4706,28.2976,33.5827,15.6988,13.0507,5.7408,2.2214,0.4416,3.8427
"Madison County, IN",18095,18.5165,285.3292,27.8826,36.3944,16.4232,10.6521,5.2571,1.5437,0.4305,4.6702
"Madison County, KY",21151,31.4378,213.3974,28.3357,36.2565,16.1156,10.234,5.9347,1.7798,0.4676,2.8297
"Madison County, MO",29123,16.12,24.325,23.635,35.4143,13.9939,10.7102,10.1565,2.7491,0.4537,4.1327
"Madison County, MS",28089,48.7597,149.2243,24.8028,32.7421,18.757,14.3085,6.1119,1.7858,0.4737,3.2432
"Madison County, MT",30057,32.3315,2.3943,34.6638,44.6419,6.3969,9.9235,1.5309,1.3395,0.4333,5.692
"Madison County, NC",37115,30.4114,48.417,27.8421,37.6357,17.1418,9.1375,5.4277,1.1929,0.464,2.7838
"Madison County, NE",31119,24.2077,61.2952,30.2607,34.6216,11.9785,10.7065,7.1004,3.5921,0.4422,15.67
"Madison County, NY",36053,26.5053,107.6555,29.9953,37.3653,13.9392,10.5452,4.3001,2.0426,0.4307,2.5802
"Madison County, OH",39097,17.2646,95.5172,21.393,38.4794,17.432,10.3808,6.7189,3.3429,0.4037,2.6701
"Madison County, TN",47113,25.5191,174.5882,29.4533,37.4225,14.4337,9.2424,5.6235,2.0411,0.4717,4.4903
"Madison County, TX",48313,15.5844,30.8927,30.0717,30.0486,19.084,8.5357,6.5464,2.9378,0.4491,23.9269
"Madison County, VA",51113,23.0777,41.0494,23.7363,39.96,12.967,10.7692,9.4505,0.8991,0.4324,3.6013
"Madison Parish, LA",22065,13.3568,17.6616,33.6794,24.0682,22.311,8.6794,5.8573,2.7423,0.5173,2.3032
"Magoffin County, KY",21153,9.8652,39.8192,29.1938,35.7382,17.5439,9.7181,2.7006,1.439,0.5039,1.148
"Mahaska County, IA",19123,21.8024,38.6208,26.2479,36.5734,15.1799,10.8167,7.7327,1.5648,0.4444,2.5718
"Mahnomen County, MN",27087,12.2675,9.8787,32.3158,29.1053,13.5263,11.5263,5.3158,3.6842,0.442,5.0989
"Mahoning County, OH",39099,25.0583,553.1943,34.7574,31.9634,14.7698,10.8527,4.3629,1.5475,0.474,7.2378
"Major County, OK",40093,20.9405,8.0681,25.2163,40.2435,13.4252,11.8552,4.5178,2.7876,0.4308,9.9027
"Malheur County, OR",41045,13.4097,3.0673,27.2231,33.6095,12.4495,11.4592,8.175,4.2239,0.4414,34.2642
"Manassas Park city, VA",51685,28.4579,6940.874,22.5792,23.426,16.8042,14.3074,9.1403,8.0981,0.3784,41.7908
"Manassas city, VA",51683,29.5383,4228.541,20.777,28.7402,15.8724,19.2014,7.1059,3.6534,0.4018,38.2659
"Manatee County, FL",12081,30.1467,543.7026,28.0512,43.9068,12.0989,9.2107,3.6779,1.6,0.4709,17.0212
"Manat?? Municipio, PR",72091,21.3612,824.0517,23.499,35.0525,19.7761,14.6676,3.8698,1.7285,0.5234,97.4945
"Manistee County, MI",26101,20.1465,44.9822,32.9907,41.2467,11.3395,6.985,4.1114,1.4699,0.4365,3.4679
"Manitowoc County, WI",55071,19.969,133.067,31.7393,36.403,11.7168,10.727,5.4573,2.3405,0.4041,4.7031
"Marathon County, WI",55073,25.9355,87.6488,26.2983,39.1433,13.0501,11.8763,5.1505,2.1426,0.4412,3.2584
"Marengo County, AL",1091,16.1245,19.2406,51.7222,25.4879,8.1946,9.9742,3.2721,0.4736,0.5495,0.9896
"Maricao Municipio, PR",72093,8.6571,163.5061,18.2064,42.0313,13.8844,15.9914,5.5646,1.1885,0.4841,98.9479
"Maricopa County, AZ",4013,32.7661,487.342,26.1974,33.3811,14.6334,12.7001,6.9322,3.2138,0.4641,31.6255
"Maries County, MO",29125,15.2574,16.4978,28.984,40.107,9.5187,10.7219,6.7112,1.2032,0.4424,2.6685
"Marin County, CA",6041,59.345,502.2649,29.2512,34.1979,15.1029,13.0211,5.7042,1.4609,0.5178,16.5947
"Marinette County, WI",55075,16.1865,28.4859,31.9541,41.2118,9.5529,9.7086,4.5779,1.5886,0.4243,2.0569
"Marion County, AL",1093,13.6226,39.8428,32.4681,33.7274,17.2963,9.5006,4.746,0.5568,0.4587,3.0902
"Marion County, AR",5089,18.8708,27.5698,31.1279,46.0184,9.9023,6.7052,3.0639,2.1906,0.4416,2.6735
"Marion County, FL",12083,20.8486,227.5751,29.8261,41.6563,11.8641,8.8052,4.4153,2.0604,0.4544,14.397
"Marion County, GA",13197,13.9908,22.57,24.322,41.3277,12.3729,13.2203,4.0113,2.4011,0.4344,8.6309
"Marion County, IA",19125,29.0568,59.7541,27.7893,35.3896,13.2527,13.0903,5.608,2.6122,0.3993,2.3964
"Marion County, IL",17121,15.4892,65.2446,31.7797,35.2174,13.5751,10.5263,4.8303,1.9196,0.4314,2.5432
"Marion County, IN",18097,31.3299,2432.4982,38.388,30.1885,12.6378,9.7616,5.173,2.0983,0.4839,11.2836
"Marion County, KS",20115,26.0578,12.4791,27.6767,41.6494,11.8437,6.9864,6.697,2.7284,0.4095,4.3873
"Marion County, KY",21155,12.6007,55.1572,36.4631,31.8292,8.6058,15.131,4.3367,1.9049,0.4515,3.1764
"Marion County, MO",29127,22.9884,65.1741,29.395,35.7044,12.9386,11.1582,5.0735,3.8375,0.4421,2.5776
"Marion County, MS",28091,12.4045,44.9441,40.6656,29.6189,11.0682,8.7708,5.6146,1.5781,0.4924,2.2029
"Marion County, OH",39101,13.2826,160.7496,31.7979,32.5703,13.0794,11.7824,7.3345,2.041,0.4524,3.1859
"Marion County, OR",41047,23.6438,294.6087,25.0776,33.2156,15.2093,12.54,6.9972,3.5074,0.4265,27.7695
"Marion County, SC",45067,13.2763,63.163,32.0761,34.2021,15.8246,9.6157,3.8072,2.544,0.5265,3.1971
"Marion County, TN",47115,12.2483,57.4064,26.2624,34.843,16.5192,12.3894,7.0623,1.7612,0.4418,2.1152
"Marion County, TX",48315,15.7598,26.0132,35.3165,39.2335,11.3699,3.8958,7.6858,0.7199,0.5129,4.4812
"Marion County, WV",54049,23.0921,181.8637,28.3552,34.7556,17.4797,11.6344,5.1385,0.9366,0.4398,1.6883
"Mariposa County, CA",6043,24.659,11.922,33.6102,32.9354,14.0929,10.5632,5.5541,0.9733,0.4234,12.0767
"Marlboro County, SC",45069,10.107,54.5894,30.2511,33.2794,17.9222,10.9279,3.9983,1.8752,0.4782,3.825
"Marquette County, MI",26103,34.0169,36.6193,29.0391,39.9711,12.8712,10.4567,4.023,2.2662,0.4284,1.7314
"Marquette County, WI",55077,15.388,33.7077,31.8551,39.6452,12.1212,9.4309,3.4146,1.966,0.3957,3.8018
"Marshall County, AL",1095,20.368,169.9759,27.9882,34.0306,15.3546,11.2832,7.1802,1.882,0.4707,15.4502
"Marshall County, IA",19127,18.0345,68.9918,28.7742,33.9809,12.6504,12.1206,6.0767,2.6295,0.4045,24.2848
"Marshall County, IL",17123,18.8761,29.5362,32.2104,37.9705,10.2724,10.2516,5.8432,1.414,0.4162,2.9934
"Marshall County, IN",18099,20.3067,104.1996,25.0873,34.1634,14.1378,12.1596,7.4529,3.5839,0.4334,10.8058
"Marshall County, KS",20117,20.0841,10.669,32.231,36.1231,13.101,8.3185,6.8939,2.0605,0.4138,2.9779
"Marshall County, KY",21157,20.8001,103.1617,28.5196,37.7027,14.5375,11.8714,5.7617,0.3777,0.4443,1.963
"Marshall County, MN",27089,18.6464,5.2584,27.544,41.6475,10.7881,9.1303,6.0699,3.1115,0.3895,5.0675
"Marshall County, MS",28093,14.214,49.841,29.1074,37.3575,12.9611,9.2489,5.7098,2.6976,0.4511,4.9209
"Marshall County, OK",40095,16.2647,45.0806,22.9485,42.6989,12.5741,11.5445,3.8222,3.7285,0.4354,18.6903
"Marshall County, SD",46091,26.327,5.9788,28.7918,41.3368,6.6324,9.1003,6.7352,2.7249,0.3932,11.4149
"Marshall County, TN",47117,14.8472,89.796,25.7553,34.4155,15.7335,13.9289,6.2354,2.1832,0.4045,6.0418
"Marshall County, WV",54051,18.9032,100.674,32.2135,35.4667,10.7526,11.5681,6.9852,1.2499,0.4504,1.4765
"Martin County, FL",12085,34.2233,299.8916,32.7395,41.5913,10.8125,9.4496,2.971,1.1912,0.5278,14.2243
"Martin County, IN",18101,14.7814,30.3222,29.9664,40.3311,8.8772,9.7409,7.4136,2.1833,0.4032,1.7385
"Martin County, KY",21159,13.1084,48.6024,26.4713,31.264,15.4954,13.0618,11.1497,1.2168,0.4244,2.1057
"Martin County, MN",27091,20.459,27.5139,31.9478,40.156,10.9326,7.3932,5.8098,1.7697,0.4342,4.9901
"Martin County, NC",37117,17.9657,49.0486,25.8684,44.4409,11.8256,12.3113,3.3048,0.9714,0.4765,4.9716
"Martin County, TX",48317,19.8718,6.432,24.0095,34.4175,17.0313,13.2466,5.2632,2.8977,0.4371,44.9108
"Martinsville city, VA",51690,22.1455,1138.9825,33.1344,33.8616,15.9612,10.4979,4.1954,0.4848,0.5028,6.3066
"Mason County, IL",17125,16.3677,24.8576,27.8004,40.5465,14.002,8.9613,4.1073,2.8174,0.4294,1.5589
"Mason County, KY",21161,20.7541,70.8544,31.5219,31.0101,16.5437,10.9137,4.6666,1.8365,0.5178,2.8036
"Mason County, MI",26105,24.7723,58.8236,30.6445,38.1788,11.5676,10.4116,5.0894,0.9314,0.4634,5.272
"Mason County, TX",48319,24.6176,4.581,33.8983,38.9831,13.3172,5.7506,5.5085,1.4528,0.5095,21.4336
"Mason County, WA",53045,17.8261,67.7469,27.6481,38.1798,14.0327,10.3736,3.7159,3.2336,0.4203,11.0911
"Mason County, WV",54053,15.1236,61.9012,27.1022,36.0185,17.7691,11.4897,4.295,2.4012,0.4514,0.9338
"Massac County, IL",17127,13.3538,58.2106,28.1154,32.6733,12.8371,15.7904,6.6064,2.3387,0.4097,3.4902
"Matagorda County, TX",48321,17.1913,33.7322,32.8935,32.122,13.5194,8.912,7.3978,2.2929,0.4668,44.1111
"Matanuska-Susitna Borough, AK",2170,21.6707,4.4603,23.7539,34.4897,14.4142,13.1117,7.486,3.0402,0.422,5.121
"Mathews County, VA",51115,26.6944,101.6643,30.5654,33.5689,17.2135,11.6103,5.679,0.8329,0.4385,2.1525
"Maui County, HI",15009,27.0476,145.4693,21.7295,34.3615,17.2347,10.9141,6.734,3.8582,0.4403,11.9254
"Maunabo Municipio, PR",72095,17.1983,487.9316,25.0135,37.8452,12.8858,12.8316,6.6594,3.4109,0.4151,98.044
"Maury County, TN",47119,24.0088,156.1734,22.6482,34.8298,17.4376,15.7112,5.858,2.0842,0.4351,6.3672
"Maverick County, TX",48323,13.2439,46.2339,13.3957,31.7328,17.4619,15.1523,9.6213,8.9163,0.4493,94.8998
"Mayagnez Municipio, PR",72097,27.7733,915.8547,34.3788,30.7976,16.3155,11.479,3.5675,2.2028,0.6147,99.0399
"Mayes County, OK",40097,13.5158,62.6036,23.1561,36.7029,14.6949,12.9976,7.0011,2.6582,0.4319,4.4188
"McClain County, OK",40087,25.4293,71.2437,19.8171,34.6616,17.7947,16.3329,5.7469,2.9903,0.4221,8.7506
"McCone County, MT",30055,16.323,0.6589,31.669,45.2211,6.2767,6.4194,6.4194,0,0.4408,5.4566
"McCook County, SD",46087,23.9124,9.521,20.9758,44.5508,15.0479,8.3447,6.7031,1.14,0.3919,4.7741
"McCormick County, SC",45065,21.1682,25.9934,33.2237,50.4555,9.2105,3.2136,2.5304,0.3036,0.46,0.8141
"McCracken County, KY",21145,24.9144,262.1063,37.2502,34.0068,12.1004,9.0771,4.5566,1.9157,0.5257,3.1154
"McCreary County, KY",21147,8.0839,40.3581,25.8759,30.9977,22.0721,12.4625,4.6213,2.3857,0.4873,2.688
"McCulloch County, TX",48307,17.7021,7.4446,32.3622,36.8108,16.1028,9.0539,4.8872,0,0.4423,33.077
"McCurtain County, OK",40089,13.5631,17.776,27.091,32.6669,16.1303,10.8571,7.4877,2.8119,0.4557,7.1031
"McDonald County, MO",29119,11.6599,42.313,13.7352,40.2668,13.7105,17.0825,8.6092,3.0138,0.4233,11.7931
"McDonough County, IL",17109,30.6071,50.5207,40.7648,32.959,11.1101,7.6944,3.6013,1.8006,0.4685,3.0329
"McDowell County, NC",37111,19.187,103.0265,22.1631,39.8175,17.5566,10.4405,7.002,1.8958,0.4423,6.5568
"McDowell County, WV",54047,6.1445,33.0429,26.8833,35.7389,15.2183,10.5771,7.0789,2.9197,0.4655,1.5885
"McDuffie County, GA",13189,14.4798,83.081,24.9048,41.1519,13.1278,15.0068,2.4929,1.9526,0.4518,3.7025
"McHenry County, IL",17111,34.3786,510.7182,20.7449,34.5433,17.4539,15.5776,7.5174,2.2875,0.4028,13.9717
"McHenry County, ND",38049,21.6397,3.1762,27.0849,41.8516,9.6404,12.6626,6.0444,1.5302,0.4682,2.0161
"McIntosh County, GA",13191,17.9521,33.0726,26.2798,44.0832,6.5624,14.34,6.7295,0.3646,0.4294,0.5187
"McIntosh County, ND",38051,13.7296,2.5889,35.8505,46.7582,5.3394,2.8223,6.6362,0.9153,0.4457,3.3294
"McIntosh County, OK",40091,14.0618,31.3624,30.3687,39.4063,11.7429,4.8959,8.1398,2.9088,0.4593,3.4036
"McKean County, PA",42083,19.517,41.5102,29.1787,36.8433,15.7302,10.247,4.133,1.6567,0.4554,2.3028
"McKenzie County, ND",38053,26.7119,5.5356,27.5021,39.0797,12.0865,10.9203,5.8948,2.5869,0.4667,10.2232
"McKinley County, NM",35031,11.6929,13.1083,24.6837,28.1702,15.4392,13.127,8.0883,4.7929,0.512,14.15
